,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
2913,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,85200.0,low
2914,Executive level,Full-time,North America,Full-Remote,North America,SMALL,Other,213000.0,Top
2915,Executive level,Full-time,North America,Full-Remote,North America,SMALL,Other,191700.0,Top
2916,Executive level,Full-time,North America,Full-Remote,North America,SMALL,Other,213000.0,Top
2917,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,217366.5,Top
2918,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,144946.5,high
2919,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
2920,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
2921,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,128610.304,mid
2922,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,120572.16,mid
2923,Entry level,Part-time,Europe,Half-Remote,Europe,LARGE,Other,21477.723840000002,low
2924,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,203920.875,Top
2925,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,150724.125,high
2926,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,203920.875,Top
2927,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,150724.125,high
2928,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,203920.875,Top
2929,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,150724.125,high
2930,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,101175.0,mid
2931,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,74550.0,low
2932,Mid/Intermediate level,Full-time,South America,Full-Remote,North America,MEDIUM,Other,79875.0,low
2933,Mid/Intermediate level,Contractor,South America,Half-Remote,South America,MEDIUM,Data Engineering,7987.5,low
2934,Mid/Intermediate level,Full-time,North America,On-Site,North America,LARGE,Data Engineering,120345.0,mid
2935,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,181050.0,high
2936,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,138450.0,mid
2937,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,LARGE,Other,120345.0,mid
2938,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,149100.0,high
2939,Senior,Full-time,Asia,Full-Remote,Asia,SMALL,Data Engineering,55752.75,low
2940,Mid/Intermediate level,Full-time,Oceania,Full-Remote,Oceania,MEDIUM,Data Engineering,58064.384000000005,low
2941,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,186375.0,Top
2942,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149100.0,high
2943,Senior,Full-time,Europe,Half-Remote,Europe,SMALL,Other,32579.072000000004,low
2944,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
2945,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
2946,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,170400.0,high
2947,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,127054.5,mid
2948,Mid/Intermediate level,Full-time,North America,Half-Remote,North America,LARGE,Data Science,154425.0,high
2949,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,111825.0,mid
2950,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,95850.0,low
2951,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,155703.0,high
2952,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,132347.55,mid
2953,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,239625.0,Top
2954,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,170400.0,high
2955,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,SMALL,Data Science,59441.792,low
2956,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,197877.0,Top
2957,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,146331.0,high
2958,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,260925.0,Top
2959,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,191700.0,Top
2960,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,216727.5,Top
2961,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,161880.0,high
2962,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
2963,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
2964,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,198090.0,Top
2965,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,158472.0,high
2966,Senior,Full-time,Asia,Half-Remote,Asia,LARGE,Machine Learning,103779.96800000001,mid
2967,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,LARGE,Machine Learning,139327.10400000002,high
2968,Entry level,Full-time,North America,On-Site,North America,LARGE,Data Science,87330.0,low
2969,Entry level,Part-time,North America,Full-Remote,Europe,MEDIUM,Data Science,117150.0,mid
2970,Mid/Intermediate level,Full-time,North America,Half-Remote,North America,MEDIUM,Other,184245.0,Top
2971,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,216727.5,Top
2972,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,161880.0,high
2973,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,198090.0,Top
2974,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,158472.0,high
2975,Entry level,Full-time,South America,Full-Remote,South America,LARGE,Data Engineering,6821.76,low
2976,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,168270.0,high
2977,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Management,142710.0,high
2978,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,181050.0,high
2979,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,127800.0,mid
2980,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213000.0,Top
2981,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
2982,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,230253.0,Top
2983,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153466.5,high
2984,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,125743.42400000001,mid
2985,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,97164.928,low
2986,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,266250.0,Top
2987,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,67095.0,low
2988,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
2989,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,90525.0,low
2990,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,143775.0,high
2991,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,90525.0,low
2992,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,219390.0,Top
2993,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,186481.5,Top
2994,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,201977.25,Top
2995,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,175720.74,high
2996,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,158727.6,high
2997,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,121303.5,mid
2998,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,164010.0,high
2999,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,134190.0,mid
3000,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,213000.0,Top
3001,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,159750.0,high
3002,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,208420.5,Top
3003,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138982.5,mid
3004,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
3005,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
3006,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,107174.528,mid
3007,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,80381.44,low
3008,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,124605.0,mid
3009,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,105914.25,mid
3010,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213000.0,Top
3011,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
3012,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,206503.5,Top
3013,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,137704.5,mid
3014,Entry level,Full-time,Europe,Full-Remote,Europe,SMALL,Machine Learning,60286.08,low
3015,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,93777.98400000001,low
3016,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,66983.808,low
3017,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,186375.0,Top
3018,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3019,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,200326.5,Top
3020,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,148950.9,high
3021,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,264865.5,Top
3022,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,177961.5,high
3023,Mid/Intermediate level,Full-time,Asia,Full-Remote,Asia,SMALL,Data Engineering,6226.624000000001,low
3024,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,131421.0,mid
3025,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,93826.5,low
3026,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,SMALL,Data Engineering,54870.016,low
3027,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,260925.0,Top
3028,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,218325.0,Top
3029,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,150484.5,high
3030,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,108736.5,mid
3031,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,150484.5,high
3032,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,108736.5,mid
3033,Entry level,Full-time,South America,Full-Remote,South America,LARGE,Data Engineering,53250.0,low
3034,Entry level,Full-time,Europe,Full-Remote,Europe,LARGE,Data Science,91449.664,low
3035,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,SMALL,Other,66983.808,low
3036,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,266250.0,Top
3037,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,67095.0,low
3038,Senior,Full-time,North America,Full-Remote,North America,LARGE,Management,201817.5,Top
3039,Senior,Full-time,North America,Full-Remote,North America,LARGE,Management,149206.5,high
3040,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,189144.0,Top
3041,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,139834.5,high
3042,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,25560.0,low
3043,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,25560.0,low
3044,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
3045,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
3046,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,216088.5,Top
3047,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,139834.5,high
3048,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,154425.0,high
3049,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,122475.0,mid
3050,Entry level,Full-time,North America,Half-Remote,North America,LARGE,Machine Learning,122475.0,mid
3051,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,206503.5,Top
3052,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,137704.5,mid
3053,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,191700.0,Top
3054,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,149100.0,high
3055,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,230253.0,Top
3056,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153466.5,high
3057,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,230040.0,Top
3058,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,153360.0,high
3059,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,159750.0,high
3060,Entry level,Full-time,Asia,Full-Remote,Asia,MEDIUM,Other,13705.51968,low
3061,Mid/Intermediate level,Full-time,Asia,Full-Remote,Asia,LARGE,Data Science,58116.60800000001,low
3062,Entry level,Full-time,Europe,Half-Remote,Europe,MEDIUM,Other,53250.0,low
3063,Senior,Full-time,North America,Half-Remote,North America,LARGE,Data Architecture,278763.74999999994,Top
3064,Executive level,Full-time,Europe,On-Site,Europe,LARGE,Data Science,91449.664,low
3065,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Science,143346.176,high
3066,Senior,Full-time,South America,Full-Remote,North America,SMALL,Data Engineering,51120.0,low
3067,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Management,277432.5,Top
3068,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Management,186481.5,Top
3069,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,223650.0,Top
3070,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,106500.0,mid
3071,Entry level,Full-time,North America,Full-Remote,North America,SMALL,Data Engineering,58575.0,low
3072,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3073,Senior,Full-time,Europe,Full-Remote,Europe,LARGE,Other,83905.47200000001,low
3074,Entry level,Full-time,Europe,Half-Remote,Europe,SMALL,Data Science,56584.704000000005,low
3075,Mid/Intermediate level,Freelancer,Asia,Full-Remote,Asia,SMALL,Other,33209.024000000005,low
3076,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,220134.435,Top
3077,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105541.5,mid
3078,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,213000.0,Top
3079,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,57510.0,low
3080,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
3081,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
3082,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,266250.0,Top
3083,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Architecture,67095.0,low
3084,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,266250.0,Top
3085,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,67095.0,low
3086,Entry level,Full-time,North America,Half-Remote,North America,LARGE,Data Engineering,138450.0,mid
3087,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,106500.0,mid
3088,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,85200.0,low
3089,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,170400.0,high
3090,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,106500.0,mid
3091,Senior,Full-time,North America,Full-Remote,North America,LARGE,Other,235684.5,Top
3092,Senior,Full-time,North America,Full-Remote,North America,LARGE,Other,158365.5,high
3093,Entry level,Full-time,Europe,Full-Remote,Europe,LARGE,Machine Learning,31950.0,low
3094,Entry level,Full-time,Europe,Half-Remote,Europe,MEDIUM,Data Engineering,30864.384000000002,low
3095,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,99136.384,low
3096,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,66983.808,low
3097,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,SMALL,Data Science,66300.54400000001,low
3098,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,265461.89999999997,Top
3099,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,197451.0,Top
3100,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,181050.0,high
3101,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,138450.0,mid
3102,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,MEDIUM,Data Science,87079.168,low
3103,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137251.875,mid
3104,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,99790.5,low
3105,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,191700.0,Top
3106,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,106500.0,mid
3107,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,145116.9,high
3108,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,116383.2,mid
3109,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,170400.0,high
3110,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,97980.0,low
3111,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213000.0,Top
3112,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
3113,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,147365.24800000002,high
3114,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,113873.34400000001,mid
3115,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,124605.0,mid
3116,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,105914.25,mid
3117,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,137385.0,mid
3118,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,91590.0,low
3119,Entry level,Full-time,Asia,Full-Remote,Asia,LARGE,Data Engineering,15485.926030848,low
3120,Entry level,Full-time,Asia,Full-Remote,Asia,LARGE,Data Engineering,15485.926030848,low
3121,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,170400.0,high
3122,Senior,Full-time,North America,On-Site,North America,LARGE,Data Science,127054.5,mid
3123,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,106500.0,mid
3124,Mid/Intermediate level,Full-time,Asia,Half-Remote,Asia,MEDIUM,Data Science,26625.0,low
3125,Mid/Intermediate level,Full-time,Asia,Half-Remote,Asia,MEDIUM,Data Engineering,70999.61600000001,low
3126,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Other,213000.0,Top
3127,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Other,191700.0,Top
3128,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,LARGE,Data Science,162945.0,high
3129,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,223650.0,Top
3130,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,106500.0,mid
3131,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159829.875,high
3132,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,118135.125,mid
3133,Mid/Intermediate level,Full-time,Africa,Full-Remote,Africa,MEDIUM,Other,24282.0,low
3134,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,170400.0,high
3135,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,97980.0,low
3136,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,216088.5,Top
3137,Senior,Full-time,North America,Full-Remote,North America,LARGE,Machine Learning,139834.5,high
3138,Entry level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,26177.906087424002,low
3139,Entry level,Full-time,Asia,On-Site,Asia,LARGE,Data Engineering,15975.0,low
3140,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,186375.0,Top
3141,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,143775.0,high
3142,Senior,Full-time,Oceania,Full-Remote,Oceania,LARGE,Management,145537.40800000002,high
3143,Entry level,Full-time,North America,On-Site,North America,LARGE,Machine Learning,88395.0,low
3144,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,100476.8,mid
3145,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,73682.62400000001,low
3146,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,198090.0,Top
3147,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,158472.0,high
3148,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120238.5,mid
3149,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,96190.79999999999,low
3150,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,255600.0,Top
3151,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,170400.0,high
3152,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,319500.0,Top
3153,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,213000.0,Top
3154,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,SMALL,Data Engineering,71444.60800000001,low
3155,Mid/Intermediate level,Full-time,Asia,Full-Remote,North America,LARGE,Other,213000.0,Top
3156,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,127269.888,mid
3157,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,100476.8,mid
3158,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,127800.0,mid
3159,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120238.5,mid
3160,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,96190.79999999999,low
3161,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,154425.0,high
3162,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,112251.0,mid
3163,Entry level,Full-time,Europe,On-Site,Europe,SMALL,Data Science,56544.919861248,low
3164,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,120572.16,mid
3165,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,100476.8,mid
3166,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,229294.5,Top
3167,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Science,168483.0,high
3168,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,222691.5,Top
3169,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,164649.0,high
3170,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,123469.70999999999,mid
3171,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,86974.29,low
3172,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,186375.0,Top
3173,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,165075.0,high
3174,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Machine Learning,91449.664,low
3175,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,174660.0,high
3176,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140580.0,high
3177,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,181050.0,high
3178,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,130995.0,mid
3179,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,201977.25,Top
3180,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,175720.74,high
3181,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,57155.904,low
3182,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,57155.904,low
3183,Executive level,Full-time,North America,Full-Remote,North America,SMALL,Other,125361.53600000001,mid
3184,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,176151.0,high
3185,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,140920.8,high
3186,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,222345.375,Top
3187,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,157407.0,high
3188,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,145898.61,high
3189,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,108172.04999999999,mid
3190,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137251.875,mid
3191,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,99790.5,low
3192,Executive level,Full-time,Asia,Half-Remote,Asia,LARGE,Management,83024.19200000001,low
3193,Entry level,Full-time,Europe,Full-Remote,Europe,LARGE,Machine Learning,38181.184,low
3194,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,195534.0,Top
3195,Senior,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,107352.0,mid
3196,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,53587.264,low
3197,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,40190.72,low
3198,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,45724.288,low
3199,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,34293.76,low
3200,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,91449.664,low
3201,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,80018.04800000001,low
3202,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,107174.528,mid
3203,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,93777.98400000001,low
3204,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,91449.664,low
3205,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,80018.04800000001,low
3206,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,201977.25,Top
3207,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,175720.74,high
3208,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,45724.288,low
3209,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,34293.76,low
3210,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,100476.8,mid
